Year,Site,Habitat,Benthic Invertebrate Consumer,Browser,Brusher,Concealed Cropper,Corallivore,Cropper,Excavator,Herbivore/Detritivore,Omnivore,Piscivore,Scraper,Planktivore_exclusively,Fish Scale Consumer,Sediment Sucker,na,Unknown
2013,4,BA,14893.32,NA,4909.3,NA,1269.72,863.9699999999998,1607.4500000000003,2.36,723.37,14009.16,1259.0800000000002,NA,4.3,NA,NA,NA
2013,4,FO,7915.16,958.5,5468.42,1477.28,698.9200000000001,3550.3300000000004,5120.030000000001,70.13000000000001,8500.510000000002,5889.67,14634.449999999999,1243.9199999999998,NA,NA,NA,NA
2013,4,FR,27950.049999999996,85,2245.88,697.21,2867.2100000000005,1035.39,448.0899999999999,4.34,1868.3100000000002,3442.11,1022.28,7.540000000000001,NA,NA,NA,NA
2013,5,BA,10012.100000000004,144.6,5521.799999999999,132.2,3372.4899999999993,115385.16000000002,10381.11,2.33,1216.35,366.23999999999995,21890.89,2.9899999999999998,NA,NA,NA,NA
2013,5,FO,14168.87,1278.5,161.44,569.3000000000001,892.7099999999998,4457.7,10221.75,10.35,4137.13,15546.8,9170.63,434.73,NA,NA,NA,NA
2013,5,FR,12970.079999999998,31.8,5341.110000000001,4012.9000000000005,2725.6400000000003,652.57,3064.6800000000007,0.22,2558.02,2756.1,3077.31,702.39,NA,210.7,NA,NA
2013,6,BA,2487.7600000000007,NA,3616.6599999999994,83.2,974.86,1501.7300000000002,7509.009999999999,766.96,1769.2,378.45,9809.77,29.6,1.14,NA,NA,NA
2013,6,FO,64841.77,1863.3000000000002,657.7,1896.97,1248.62,1972.8299999999997,30987.399999999994,113.24999999999999,8927.150000000005,7184.07,44280.100000000006,452.59000000000003,0.97,NA,NA,NA
2013,6,FR,6961.43,102.5,3724.7900000000004,1256.3899999999999,8078.679999999999,547.4200000000001,11208.400000000001,1.72,3925.34,655.8,2025.3999999999999,311.02,NA,NA,NA,NA
2014,1,BA,4768.270000000002,1876.1,9623.32,1297.6999999999998,1660.6299999999997,2179.3,4531.16,3.86,2900.260000000001,160.7,7260.58,9.67,2.35,NA,NA,NA
2014,1,FO,3014.499999999999,608.6,181.32999999999998,2762.5000000000005,349.92,2990.72,6525.1900000000005,59.300000000000004,5267.639999999999,10090.279999999999,14490.5,607.3999999999999,52.03,NA,NA,NA
2014,1,FR,12812.35,909.2,5950.42,4531.94,3151.749999999999,1694.6200000000001,4613.11,1.02,6950.819999999997,21582.700000000004,10179.460000000001,6.5,NA,NA,NA,NA
2014,2,BA,4176.870000000002,528.6,10053.77,4179.9000000000005,841.34,1866.18,3098.22,3.01,1800.2699999999998,30741.6,2187,25.040000000000003,3.08,NA,NA,NA
2014,2,FO,4041.5200000000013,768.6999999999999,4215.930000000001,2599.5200000000004,716.41,4511.48,9242.05,9.15,4129.8099999999995,8646.720000000001,17639.420000000002,5443.7699999999995,24.71,NA,NA,NA
2014,2,FR,15238.470000000007,2579.7000000000003,9747.359999999999,5326.16,1558.6100000000004,1269.38,6999.739999999999,0.73,6230.050000000003,2216.29,3399.04,46.19,3.45,NA,NA,NA
2014,3,BA,4025.3399999999983,362.4,3760.3,5277.9,2194.74,996.9799999999999,6795.5700000000015,NA,1541.5600000000002,13874.9,7790.49,NA,NA,NA,NA,NA
2014,3,FO,16429.359999999997,3687.9,12197.990000000002,3785.9399999999996,209.38,1591.3500000000006,2608.5000000000005,NA,10149.169999999998,64946.340000000004,4005,521.42,NA,NA,NA,NA
2014,3,FR,96739.14,116.8,2874.9599999999996,4903.419999999999,3209.5600000000004,1257.3199999999997,10323.839999999998,NA,3869.0499999999997,1001.03,5116.320000000001,507.83,7.3,NA,NA,NA
2014,4,BA,11815.059999999998,1052.1000000000001,7934.9000000000005,233,2316.69,1236.01,3957.0999999999995,NA,1134.6899999999998,1654.0000000000002,4926.649999999999,NA,0.97,NA,NA,NA
2014,4,FO,3539.239999999999,1865.4999999999998,5034.5599999999995,922.8499999999999,285.92,2228.4399999999996,10441.4,107.07000000000001,3757.96,7311.4,5472,1682.35,4.2,NA,NA,NA
2014,4,FR,12229.45,175.5,1477.9900000000002,1854.7000000000003,5429.2,2810.73,2476.7,3.63,3406.9500000000016,1709.7399999999998,3867.6499999999996,4.739999999999999,1.51,NA,NA,NA
2014,5,BA,6951.420000000002,271.2,8029.659999999999,38.1,1629.29,36448.719999999994,6551.280000000002,NA,1327.2700000000002,15015,15759.809999999996,29.4,NA,NA,NA,NA
2014,5,FO,2094.7999999999993,445.20000000000005,277.63,414.80000000000007,285.68,2638.86,10293.200000000003,48.46,3919.74,24971.1,3597.9999999999995,4082.22,NA,NA,NA,NA
2014,5,FR,22651.51,NA,4001.910000000001,4010.2699999999995,1919.0900000000001,1417.7900000000002,5947.98,NA,2289.1,5836.15,2643.86,633.6999999999999,NA,NA,NA,NA
2014,6,BA,7921.460000000002,65.1,3847.7,181.30999999999997,1248.8299999999997,7899.32,4590.709999999999,96.8,3288.9499999999994,648.49,9766.1,212.21,0.97,NA,NA,NA
2014,6,FO,5141.220000000001,1428.6000000000001,1817.0000000000002,1349.9499999999998,867.8,3107.8099999999995,24307.3,81.42999999999999,8365.27,5971.959999999998,8867,1237.26,5.6899999999999995,NA,NA,NA
2014,6,FR,4869.16,147,5630.98,3406.390000000001,15574.010000000002,517.24,7927.0599999999995,NA,1788.6699999999998,2425.4999999999995,1410.5499999999997,2277.95,NA,NA,NA,NA
2015,1,BA,3174.7900000000013,1475.8000000000002,14974.800000000001,1476.6200000000001,566.7900000000001,662.23,2971.17,NA,2793.87,45509.7,4657.21,NA,1.51,NA,NA,NA
2015,1,FO,2047.1099999999997,1033.7000000000003,978.21,1506.4800000000002,1015.23,6859.11,9291.840000000002,51.93000000000001,6638.060000000003,5466.879999999999,10990.069999999998,3219.3700000000003,11.08,NA,NA,NA
2015,1,FR,11636.410000000009,881.5200000000001,4911.08,3336.0999999999995,3740.050000000001,1191.5600000000002,8220.49,109.62,4277.779999999999,4555.940000000001,4411.879999999999,25.419999999999998,NA,NA,NA,NA
2015,2,BA,4519.690000000001,152.4,10407.839999999997,3072.2000000000003,533.23,999.4599999999999,2887.58,NA,1800.1699999999996,7903.49,2028.68,NA,NA,NA,NA,NA
2015,2,FO,2884.1799999999985,677.5000000000001,4343.060000000001,2115.48,1029.7700000000002,4086.14,12490.5,8.58,4780.240000000001,5906.489999999999,15571.83,13651.84,NA,NA,NA,NA
2015,2,FR,11024.18,225.8,6270.410000000001,3137.4799999999996,2148.3999999999996,1762.3799999999997,9772.269999999999,NA,4776.740000000001,1471.3099999999997,1434.8600000000004,162.06,NA,NA,NA,NA
2015,3,BA,6598.050000000004,1092.5,7553.6,7734.799999999999,2007.4699999999998,210.10000000000002,4208.920000000001,NA,1927.75,355.99,5275.5999999999995,NA,NA,NA,NA,NA
2015,3,FO,3496.67,1993.1000000000004,13940.679999999998,3304.8999999999996,890.6299999999999,1652.58,9339.699999999999,139.48,5372.429999999999,7893.100000000002,7586.4,26.259999999999998,NA,NA,NA,NA
2015,3,FR,17616.509999999995,68.2,3651.0199999999995,8463.89,5985.2300000000005,1120.57,5627.92,NA,3059.28,1972.4,5300.04,331.9,NA,NA,NA,NA
2015,4,BA,10547.480000000001,359.1,12870.1,280.3,3555.730000000001,2042.45,13147.99,NA,1431.38,623.01,7825.9000000000015,NA,NA,NA,NA,NA
2015,4,FO,3890.1,719.5,5916.159999999999,2018.8,1680.33,4172.21,1560.9999999999998,50.12,4365.320000000001,7897.299999999999,7114.499999999999,636.2,NA,NA,NA,NA
2015,4,FR,2810.6499999999996,573.8,4435.29,4860.7699999999995,7250.299999999999,3134.4100000000003,2614.6900000000005,NA,3810.6400000000026,1147.54,6667.91,32.54,NA,NA,NA,NA
2015,5,BA,7164.909999999999,2599.9,7696.66,NA,2704.2399999999993,1042.5,15470.250000000002,NA,1807.03,508.94,26003.6,NA,NA,NA,NA,NA
2015,5,FO,4559.329999999999,1338,995.75,662.8,1055.03,2130.3199999999997,5792.2,46.79,3878.84,3606.3,2812.7,6276.0999999999995,NA,NA,NA,NA
2015,5,FR,19206.900000000005,85,4054.6299999999997,4493.340000000001,5441.43,25530.579999999998,5600.759999999999,NA,4109.080000000002,5503.700000000001,4364.379999999999,1089.1000000000001,NA,NA,NA,NA
2015,6,BA,5558.4800000000005,320.9,2418.6,162.28,2357.5699999999997,1173.3999999999999,13747.890000000003,99.3,4281.550000000001,547.7800000000001,16145.490000000003,254.84,1.17,NA,NA,NA
2015,6,FO,11490.750000000004,886.2,4267.71,1944.7,973.19,2061.4100000000003,14770.7,87.05,8314.97,5907.999999999999,13091.300000000001,420.89,NA,NA,NA,NA
2015,6,FR,5905.460000000004,349.3,4995.8,2247.38,19485.31,717.69,7897.450000000002,NA,1775.5700000000002,1797.6000000000001,4732.91,809.2,NA,NA,NA,NA
2016,1,BA,3775.350000000002,667.4,11304.819999999998,1160.5,1067.34,7168.03,3961.84,293.90999999999997,3639.22,541.2,9071.519999999997,NA,NA,NA,NA,NA
2016,1,FO,4382.0199999999995,404.90000000000003,909.69,2665.5999999999995,1977.1900000000003,8854.65,1992.9999999999998,83.50999999999999,8466.27,5601.700000000001,2505.24,6131.54,4.54,NA,NA,NA
2016,1,FR,4453.880000000001,459.35,10825.390000000001,8373.140000000001,1807.6700000000005,1229.1200000000001,5970.919999999999,NA,4728.759999999998,5188.079999999999,5776.7699999999995,18.14,NA,NA,NA,NA
2016,2,BA,2571.15,NA,13982.12,2617.15,854.65,4186.1900000000005,2417.5099999999998,135.99,2043.4300000000003,209.5,4111.25,NA,-1,NA,NA,NA
2016,2,FO,2258.2799999999993,610.0999999999999,3028.9500000000003,1718.54,602.4599999999999,1979.7299999999996,3701.8,18.32,8111.27,22804.279999999995,2168.2,2648.6900000000005,15.87,NA,NA,NA
2016,2,FR,11542.4,3114.0699999999997,10762.62,4131.1900000000005,3500.32,1438.6299999999997,13990.75,126.27000000000001,5443.45,5101.930000000001,4586.92,189.9,NA,NA,NA,NA
2016,3,BA,3675.6500000000005,672.62,3113.2,4882.0999999999995,1338.4499999999998,626.87,5317.030000000002,NA,2415.4199999999996,76327.59999999999,7326.6900000000005,NA,NA,NA,NA,NA
2016,3,FO,4562.210000000001,2254.5,10887.1,2182.24,594.7199999999999,1816.64,2317.2999999999997,79.80000000000001,6339.400000000002,5293.580000000001,2845.9,56.03,NA,NA,NA,NA
2016,3,FR,6029.1200000000035,1083.6,2393.55,3759.4399999999996,1178.46,1042.5200000000002,2935.6099999999997,NA,2699.780000000002,641.4399999999999,1006.6099999999999,108.55,NA,NA,NA,NA
2016,4,BA,3659.9000000000005,127.7,4641.46,339.7,1990.53,1324.7300000000002,8303.98,0.79,1085.98,245.8,9150.109999999999,NA,NA,NA,NA,NA
2016,4,FO,4271.379999999999,750.7,4190.5,1369.4,1284.9599999999998,1625.1899999999998,1875.7899999999997,29.47,3675.649999999999,4036.8100000000004,3884.6,1627.73,NA,NA,NA,NA
2016,4,FR,18229.6,428.8,1175.71,810.7499999999999,5781.710000000004,6593.66,3694.22,0.79,5857.300000000001,2161.9200000000005,2822.01,58.58,NA,NA,NA,NA
2016,5,BA,3383.4700000000016,148.5,9943.3,57.3,1546.4799999999996,1430.8899999999996,13460.340000000002,5.49,1282.8499999999997,30249.7,8572.49,NA,1.51,NA,NA,NA
2016,5,FO,1964.0900000000008,1378.5,836.78,534.6999999999999,951.21000000000015,1758.0300000000002,5296.5,43,5083.76,56130.899999999994,4747.200000000001,1229.5399999999997,NA,NA,NA,NA
2016,5,FR,5189,119.9,3200.6200000000003,2350.18,2901.9700000000003,958.8199999999998,3461.58,NA,2232.2099999999996,1425.4300000000003,1741.3300000000002,948.76,NA,NA,NA,NA
2016,6,BA,3184.680000000001,200.8,587.1700000000001,248.54,1075.51,1353.48,6111.01,760.1499999999999,3155.1199999999994,566,9210.39,53.459999999999994,0.97,NA,NA,NA
2016,6,FO,3959.790000000001,503.6,802.0999999999999,951.28999999999985,1689.7899999999995,2373.71,9723.300000000001,113.47999999999999,5985.559999999999,6045.299999999999,6062.040000000001,185.81,NA,NA,NA,NA
2016,6,FR,1542.91,32.7,3724.6400000000003,448.77000000000004,6431.55,353.6600000000001,3721.5200000000004,NA,882.3300000000002,8067.899999999999,1247.9099999999999,166.38,NA,NA,NA,NA
2017,1,BA,2361.6899999999996,908.5,8950,932.7,405.76000000000005,1467.4699999999998,6490.1500000000005,36.489999999999995,2498.2700000000004,828,5673.000000000001,NA,1.71,NA,NA,NA
2017,1,FO,4131.119999999998,426.6,1652.1499999999996,1600.2999999999997,3188.879999999999,2405.83,5838.5,82.2,14925.630000000001,6741.6,4980.8,2698.5600000000004,19.130000000000003,NA,NA,NA
2017,1,FR,4379.740000000001,418.8,3601.6899999999996,6770.98,1113.32,788.9499999999998,5982.629999999998,NA,2792.8499999999985,2480.2,4380.070000000001,43.830000000000005,NA,NA,NA,NA
2017,2,BA,5073.779999999998,NA,8863.769999999999,2583.2,1089.99,1274.23,8273.460000000001,22.03,1871.7599999999998,47599.490000000005,2791.98,NA,NA,NA,NA,NA
2017,2,FO,3660.2599999999998,701.2,5795.070000000001,1502.1699999999996,1053.6999999999998,2942.2900000000004,3750.5000000000005,3.88,3975.07,7894,6046.63,1123.33,18.810000000000002,NA,NA,NA
2017,2,FR,9218.66,754.6,3208.3199999999997,6176.32,942.14,8061.19,10845.190000000002,44.34,3614.84,1402.3899999999999,4533.000000000001,NA,NA,NA,NA,NA
2017,3,BA,4593.729999999998,468.9,4777.499999999999,5403.169999999999,1276.2799999999997,6397.190000000001,4775.210000000001,3.58,2907.2400000000002,34389.83,5552.519999999999,NA,NA,NA,NA,NA
2017,3,FO,4008.7000000000007,2351.3,10456.240000000002,1405.1399999999999,608.64,1510.8899999999999,7614.190000000001,119.35,8942.91,7738.140000000001,2918.2000000000003,3755.2599999999998,0.97,NA,NA,NA
2017,3,FR,4561.170000000001,106.14999999999999,2212.07,4716.899999999999,2804.419999999999,911.64,4041.99,NA,2065.23,1196.1,2313.69,7.1899999999999995,5.6,NA,NA,NA
2017,4,BA,4412.3499999999995,518.47,5849.799999999999,NA,2446.5700000000006,1603.3600000000001,3361.3300000000004,0.22,1039.79,644,3073.46,NA,NA,NA,NA,NA
2017,4,FO,2909.4,728.77,3873.45,1181.08,1502.7999999999995,2121.2200000000003,2054.8,32.17,4074.99,3673.78,2686.7000000000003,5913.17,NA,NA,NA,NA
2017,4,FR,7842.350000000003,939.1999999999998,1539.99,804.17,3579.0499999999997,1846.97,7065.610000000001,11.17,4153.550000000001,1621.72,1498.5000000000002,1.31,NA,NA,NA,NA
2017,5,BA,5144.75,244.9,7087.299999999999,162.5,1500.94,3791.6599999999994,5214.16,49.88,1681.0999999999995,5726.179999999999,14689.150000000001,0.33,NA,NA,NA,NA
2017,5,FO,7491.259999999999,639.5,76.53,1011.78,1322.61,2132.7700000000004,6683.7,87.91999999999999,3585.849999999999,77643.6,4950.3,4105.2,NA,NA,NA,NA
2017,5,FR,10420.949999999999,98,2113.0699999999997,2348.72,1739.2700000000002,932.8699999999999,4749.289999999999,19.810000000000002,2620.1200000000003,2374.7099999999996,3859.3799999999997,366.5,NA,NA,NA,NA
2017,6,BA,2504.69,147.2,1306.1999999999998,108.39,595.89,66297.75,3142.8,303.68999999999994,2339.999999999999,60183.52,8656.59,NA,NA,NA,NA,NA
2017,6,FO,2894.78,766.1,3806.1299999999997,1102.4899999999998,1173.6399999999999,3090.8999999999996,14176.349999999999,193.1,5740.55,3963.3300000000004,12924,3290.1400000000003,NA,NA,NA,NA
2017,6,FR,9060.279999999999,457.8,2529.24,731.01,5346.75,819.6400000000001,7783.880000000001,3.36,1274.9299999999998,457,3280.49,371.20000000000005,NA,NA,NA,NA
2018,1,BA,3253.990000000001,589.2,12920.5,814.1000000000001,1508.6999999999998,30209.739999999998,12783.26,NA,2886.330000000001,266.70000000000005,5612.069999999999,NA,NA,NA,NA,NA
2018,1,FO,4121.059999999998,1088.3,2632.22,2142.2000000000003,3260.300000000001,2371.52,2373.4599999999996,63.27,7626.73,6874.589999999999,2696.8,18653.620000000003,10.88,NA,NA,NA
2018,1,FR,2907.0099999999998,NA,6647.839999999999,7366.78,1032.5399999999997,779.6199999999999,7916.13,NA,3408.0200000000004,1723.3799999999999,4697.18,95.34999999999998,NA,NA,NA,NA
2018,2,BA,5083.6500000000005,277.5,9443.69,2770.6900000000005,1287.7399999999998,1120.6,4054.54,NA,3350.110000000001,37917.100000000006,7712.579999999998,133.56,NA,NA,NA,NA
2018,2,FO,3947.6299999999987,1259.3999999999999,5514.850000000002,1856.78,1801.2600000000002,4846.549999999998,5082.62,30.319999999999997,4997.459999999998,8897,2251.63,7986.090000000001,2.08,NA,NA,NA
2018,2,FR,7189.370000000001,NA,7646.719999999999,4448.93,1864.5699999999995,14621.56,17439.64,NA,5855.389999999999,3754.7000000000007,3350.2199999999993,82.8,NA,NA,NA,NA
2018,3,BA,3404.6600000000003,105.8,5363.4000000000005,5567.67,1674.8399999999995,4221.799999999999,6249.18,NA,1644.92,14610.8,3176.9999999999995,NA,NA,NA,NA,NA
2018,3,FO,9545.720000000008,1641.1999999999998,9202.05,2592.5,1149.8199999999997,1632.1399999999999,4903.1,222.89999999999998,6715,6355.089999999999,2292.7,421.78999999999996,15.47,NA,NA,NA
2018,3,FR,3806.899999999999,NA,3403.02,3943.6200000000003,3599.35,510.58,9260.050000000001,NA,3206.1600000000017,603.23,1176.13,121.92999999999999,4.3,NA,NA,NA
2018,4,BA,2730.69,210,6276.300000000001,337.6,1419.86,824.6599999999999,3846.310000000001,NA,537.3200000000002,853.5,1614.3,NA,0.97,NA,NA,NA
2018,4,FO,4153.209999999998,1963.2,4871.49,1403.4,2209.2999999999997,965.46,2726.4,39.03,5424.580000000001,4455.500000000001,920,3458.2799999999997,5.43,NA,NA,NA
2018,4,FR,19016.739999999998,159,1555.6399999999999,1862.5999999999997,4665.36,1485.44,4415.760000000001,2.65,3621.5,2521.1400000000003,1275.5100000000002,1.04,3.74,NA,NA,NA
2018,5,BA,3575.7299999999996,442.6,5023.69,NA,1052.5800000000002,1204.37,7597.6,NA,1350.75,220469.1,8647.42,1,1.51,NA,NA,NA
2018,5,FO,2834.589999999999,903.2,629.42,1502.1800000000003,1285.1099999999997,1988.3300000000002,6217.000000000001,114.7,5470.989999999998,3183.7,2240.6000000000004,1413.9,28.490000000000002,NA,NA,NA
2018,5,FR,4615.710000000002,NA,1561.4699999999998,3104.4400000000005,2528.92,906.79,5085.07,NA,4300.21,1208.5900000000001,2653.29,2068.4,NA,NA,NA,NA
2018,6,BA,5731.82,NA,1252.26,256.64,1664.3999999999999,2069.81,8449.119999999999,343.99,1892.6200000000001,4130.8,8676.339999999998,20.88,1.22,NA,NA,NA
2018,6,FO,4536.919999999997,949.9,3619.4099999999994,685.3199999999999,2688.6400000000017,3393.6700000000005,14053.500000000004,179.35,6978.499999999998,5494.699999999998,3007.1,962.08,2.23,NA,NA,NA
2018,6,FR,1167.73,NA,3885.2000000000003,1084.62,3961.0599999999986,214.29999999999998,7549.21,NA,1614.6399999999994,347.10999999999996,1568.72,0.71,NA,NA,NA,NA
2019,1,BA,1912.6500000000008,1075.3,9803.2,925.7,361.84000000000003,3622.37,4046.68,NA,1902.1100000000001,1399.1000000000001,3680.8100000000004,72.5,0.97,NA,NA,NA
2019,1,FO,1892.3499999999997,1275.6999999999998,4951.7699999999995,3847.42,2287.46,2808.1700000000005,2983.78,30.099999999999998,4875.3200000000015,6059.9,2939.9,1771.4700000000003,0.57,NA,NA,NA
2019,1,FR,3301.0100000000007,2159.6000000000004,5605.800000000002,6379.64,2347.1299999999997,685.6899999999999,7586.62,NA,2902.8100000000004,2635.4899999999993,3241.25,5.3,0.51,NA,NA,NA
2019,2,BA,3365.7800000000007,31.8,8198.31,3700.46,887.88,2388.33,5369.659999999999,21.64,2938.4800000000005,2188.7,5189.13,34.6,NA,NA,NA,NA
2019,2,FO,3523.379999999997,1678.2,6251.59,1258.2300000000002,2041.2400000000005,2033.8200000000002,5411.480000000002,10.5,3633.250000000001,6012.110000000001,3492.1,3963.9700000000003,0.57,NA,NA,NA
2019,2,FR,10138.829999999998,964.89,7606.86,4442.490000000001,1867.8899999999999,1037.09,12673.289999999997,29.56,4815.439999999999,1831.29,5431.459999999999,2.12,NA,NA,NA,NA
2019,3,BA,2992.39,57.8,4930.0199999999995,4049.1,1666.6000000000004,1257.2700000000002,6238.969999999999,484.5,888.01,704,3623.1,NA,NA,NA,NA,NA
2019,3,FO,4507.9000000000015,1837.6,10898.46,1729.57,1016.5999999999999,1308.8400000000001,3336.939999999999,40.32,4826.090000000002,6115.0999999999985,1695.2999999999997,132.79999999999998,NA,NA,NA,NA
2019,3,FR,2730.27,116.2,3149.4099999999994,4025.0899999999997,2453.1900000000005,1042.32,9273.34,NA,3832.48,786.1999999999999,2235.7999999999997,222.79999999999995,NA,NA,NA,NA
2019,4,BA,4157.4400000000005,348.50000000000006,5211.050000000001,302.13,1414.2999999999997,1268.6999999999998,7390.08,NA,2027.8899999999999,2816.3999999999996,3700.4,NA,NA,NA,NA,NA
2019,4,FO,6035.149999999999,2611.9,5311.8499999999985,2209.8,2657.93,2964.5299999999997,3890.2,22.57,6338.55,5709.9800000000005,3541.2999999999997,2280.1799999999994,NA,NA,-1,NA
2019,4,FR,21121.700000000008,2545.4,307.61,1977.3100000000002,5148.340000000001,990.68,5035.23,NA,3270.1600000000003,4308.51,1261.31,54.16,NA,NA,-1,NA
2019,5,BA,4107.089999999998,1221.8,5637.8,367.3,2619.3700000000003,2502.580000000001,7230.080000000001,13.55,1207.25,24464.4,7648.689999999998,NA,NA,NA,NA,NA
2019,5,FO,1801.6899999999991,1671.5000000000002,1048.28,1156.09,2502.8300000000004,2790.47,3875.6,68.27,3066.91,3903.6000000000004,2241.6,756.8299999999999,NA,NA,NA,NA
2019,5,FR,7995.919999999999,4878,1750.14,2944.02,1276.22,1649.0600000000002,9061.609999999999,21.02,3157.6600000000003,4107,4200.07,1257.9900000000002,NA,NA,-1,NA
2019,6,BA,5347.330000000004,272.5,660.0600000000001,28.6,1983.6499999999999,1122.85,4665.2300000000005,2116.8199999999997,2000.7000000000003,1929.3000000000004,9393.23,105.76,NA,NA,NA,NA
2019,6,FO,3399.82,1691.2,8007.48,1198.08,3653.460000000001,2011.4899999999996,10048.1,174.11,7468.549999999999,4202.5,3620.0000000000005,1082.33,NA,NA,NA,NA
2019,6,FR,2403.89,869.4,5033.12,420.89000000000004,3355.340000000001,113.1,3583.1000000000004,NA,497.26,573.9,3417.1600000000003,195.67000000000002,NA,NA,NA,NA
2020,1,BA,2481.7600000000007,724.5,13420.3,1002.4,149.1,1333.6799999999998,4935.550000000001,NA,2074.2799999999993,242.2,6689.829999999999,95.7,1.81,NA,NA,NA
2020,1,FO,2818.249999999998,1415,6526.329999999999,1448.5299999999997,1933.2800000000002,4266.249999999999,2546.16,23.36,5418.709999999998,9754.8,1359.9,6835.7699999999995,NA,NA,-1,NA
2020,1,FR,4561.110000000001,NA,8497.13,7002.870000000001,1409.5099999999998,369.20000000000005,3342.6000000000004,NA,4172.090000000001,1783.8999999999999,8734.819999999998,2.58,NA,125.3,-1,NA
2020,2,BA,5126.830000000001,NA,11336.789999999999,1407.88,1546.2099999999998,23438.999999999996,5375.960000000001,0.08,3710.4300000000003,20128.3,2332.9900000000002,0.16,NA,NA,NA,NA
2020,2,FO,5380.12,3021.5,10052.73,1552.9699999999998,1945.3400000000001,1453.68,2885.3199999999997,19.44,7009.53,9872,2231.37,5618.23,3.14,NA,NA,NA
2020,2,FR,8185.84,346,8736.07,4358.1,2171.23,570.54,8772.780000000002,NA,4430.589999999999,1196.14,2695.1600000000003,4.85,NA,NA,NA,NA
2020,3,BA,3800.899999999999,485.3,7182.000000000001,6567.6,2427.7000000000003,6311.6,4033.37,344.36,1366.91,1032.9,1495.72,NA,NA,NA,NA,NA
2020,3,FO,3464.229999999999,4960.6,15722.349999999999,2408.0200000000004,1136.8799999999999,2800.7100000000005,7119.600000000002,77.58,8568.150000000003,8044.989999999996,2536.7999999999997,1383.38,3.14,NA,-1,NA
2020,3,FR,12436.760000000007,110.4,3867.2300000000005,4288.46,2159.93,1511.69,6248.71,NA,4706.35,85078,2645.99,32.67,NA,NA,NA,NA
2020,4,BA,4226.6,291.5,8303.12,283.2,1797.04,1046.3799999999999,3119.35,1.16,719.4399999999999,49.1,2773.2,NA,NA,NA,NA,NA
2020,4,FO,3205.389999999998,1582.1000000000001,5158.08,2425.35,2008.0099999999998,1558.1100000000001,3005.53,32.87,8667.470000000003,4500.789999999999,3432.8,8978.67,NA,NA,-1,NA
2020,4,FR,23165.359999999993,47.8,6021.78,2364.98,7373.440000000004,1130.31,16593.44,28.96,2638.4,7110.200000000001,2991.8,0.08,NA,NA,NA,NA
2020,5,BA,3453.4799999999996,NA,10852.400000000001,183.7,2908.4299999999994,2126.5,5250.5700000000015,NA,1302.0800000000002,71.9,8648.82,NA,0.97,NA,NA,NA
2020,5,FO,7105.751000000001,648.3000000000001,3111.3,371.48,1137.1999999999998,2087.35,2292.9,110.61999999999999,3545.4599999999987,34061.3,1140.4,470.73,NA,NA,-1,NA
2020,5,FR,12437.53,975.1,5666.66,3879.2699999999995,1977.5899999999997,330.95,4535.47,NA,5950.9800000000005,3493.2999999999997,3312.27,1286.6000000000001,NA,NA,-1,NA
2020,6,BA,2975.3199999999993,234.3,3212.9000000000005,134.5,2003.05,1218.7100000000003,2551.0099999999993,NA,5483.200000000001,534.5,7398.719999999999,144.85,NA,NA,NA,NA
2020,6,FO,6124.140000000001,2944,4563.4,1611.6999999999998,1685.2,5275.53,7830.29,201.31,17096.99,4742.3,2619.2,1136.68,2.23,NA,NA,NA
2020,6,FR,3064.17,NA,2288.88,158.62,3244.2099999999987,139.10000000000002,14892.610000000002,22.84,450.76000000000005,332.70000000000005,1668.9099999999999,10.07,NA,NA,NA,NA
2021,1,BA,5351.04,2781.45,9604.000000000002,1374,453.20000000000005,1607.5499999999997,7540.9400000000005,3.4400000000000004,3005.109999999999,662.7,6631.54,NA,4.3,NA,NA,NA
2021,1,FO,3252.1799999999994,6603.0999999999995,8365.79,2024.97,1684.6399999999999,3172.8300000000004,12720.77,33.91,5653.91,11082.599999999999,10275.8,3058.2099999999996,NA,NA,NA,NA
2021,1,FR,6785.02,138.9,10373.86,9054.54,3167.78,436.50000000000006,8917.980000000001,NA,3171.2000000000007,1758.5099999999995,8276.199999999999,16.37,NA,NA,NA,NA
2021,2,BA,5805.560000000001,313.5,9483.14,3701.8,1788.7000000000003,1074.4299999999998,4082.5899999999997,NA,1459.3100000000002,4516.04,9513.880000000001,1.8,NA,NA,-1,NA
2021,2,FO,7196.970000000001,3103.9000000000005,7117.980000000001,2045.3,1614.8699999999994,4296.6,7451.9,13.72,4835.529999999999,8388.389999999998,4423.0999999999985,7646.8499999999995,NA,NA,NA,NA
2021,2,FR,16134.440000000002,138.5,13905.029999999999,4118.9,1772.7000000000005,1515.3099999999997,15560.46,NA,4209.73,4757.9299999999985,7162.08,841.8399999999999,NA,NA,-1,NA
2021,3,BA,6161.259999999999,79.5,6459.5999999999995,5277.3,1867.55,1283.7,5344.250000000001,NA,2419.59,815.1999999999999,3328.7000000000003,NA,NA,NA,NA,NA
2021,3,FO,8510.529999999997,2000.8,9080.310000000001,2017.5300000000004,1408.3500000000001,1415.25,3446.0999999999995,390.29,11237.960000000003,5866.700000000001,1244.4,554.16,NA,NA,NA,NA
2021,3,FR,12038.930000000008,149.60000000000002,4740.37,4966.6,3392.7899999999995,2060.62,3004.9900000000002,NA,5442.259999999999,2107.9,1063.45,54.57,NA,NA,NA,NA
